testCaseId,queryParameters,operationId,path,httpMethod,headerParameters,pathParameters,formParameters,bodyParameter,statusCode,responseBody
308,apikey=b2e7529f&t=Carry On... Up the Khyber,searchByIdOrTitle,/,GET,,t=Carry On... Up the Khyber,,,200,"{""Title"": ""Carry on Up the Khyber"", ""Year"": ""1968"", ""Rated"": ""Not Rated"", ""Released"": ""12 Dec 1968"", ""Runtime"": ""88 min"", ""Genre"": ""Adventure, Comedy"", ""Director"": ""Gerald Thomas"", ""Writer"": ""Talbot Rothwell, Larry"", ""Actors"": ""Sidney James, Kenneth Williams, Charles Hawtrey"", ""Plot"": ""Sir Sidney Ruff-Diamond looks after the British outpost near the Khyber Pass. Protected by the kilted Third Foot and Mouth regiment, you would think they were safe but the Khazi of Kalabar has other ideas."", ""Language"": ""English"", ""Country"": ""United Kingdom"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjg0MTY2NGEtYWZlYS00YjBiLTgwYmQtZGY5NGFhMzc2MTkyXkEyXkFqcGdeQXVyMzk5OTkyNDE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""5,416"", ""imdbID"": ""tt0062782"", ""Type"": ""movie"", ""DVD"": ""22 May 2017"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
309,apikey=b2e7529f&t=Ice Station Zebra,searchByIdOrTitle,/,GET,,t=Ice Station Zebra,,,200,"{""Title"": ""Ice Station Zebra"", ""Year"": ""1968"", ""Rated"": ""G"", ""Released"": ""23 Oct 1968"", ""Runtime"": ""148 min"", ""Genre"": ""Adventure, Thriller"", ""Director"": ""John Sturges"", ""Writer"": ""Alistair MacLean, Douglas Heyes, Harry Julian Fink"", ""Actors"": ""Rock Hudson, Ernest Borgnine, Patrick McGoohan"", ""Plot"": ""USN nuclear sub USS Tigerfish must rush to the North Pole to rescue the staff of Drift Ice Station Zebra weather station."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 2 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNWFmM2FjNjQtNzk5Ny00NDcxLWFiZTEtYmVjMjMxZWQ3NDA3XkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.6/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""47%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""6.6"", ""imdbVotes"": ""11,723"", ""imdbID"": ""tt0063121"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2009"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
310,apikey=b2e7529f&t=Head,searchByIdOrTitle,/,GET,,t=Head,,,200,"{""Title"": ""Head"", ""Year"": ""1968"", ""Rated"": ""G"", ""Released"": ""20 Nov 1968"", ""Runtime"": ""86 min"", ""Genre"": ""Comedy, Fantasy, Musical"", ""Director"": ""Bob Rafelson"", ""Writer"": ""Bob Rafelson, Jack Nicholson, Micky Dolenz"", ""Actors"": ""Peter Tork, Davy Jones, Micky Dolenz"", ""Plot"": ""The Monkees frolic their way through a series of musical set pieces and vignettes containing surreal humor and anti-establishment social commentary."", ""Language"": ""English, Italian"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjMxYTIxOTItYzU4ZC00ZjA5LWFmOGUtYjFlMjM2MmEwM2VlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""71%""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.4"", ""imdbVotes"": ""6,871"", ""imdbID"": ""tt0063049"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
311,apikey=b2e7529f&t=The Big Shave,searchByIdOrTitle,/,GET,,t=The Big Shave,,,200,"{""Title"": ""The Big Shave"", ""Year"": ""1967"", ""Rated"": ""Not Rated"", ""Released"": ""01 Oct 1968"", ""Runtime"": ""5 min"", ""Genre"": ""Short, Drama, Horror"", ""Director"": ""Martin Scorsese"", ""Writer"": ""Martin Scorsese"", ""Actors"": ""Peter Bernuth"", ""Plot"": ""In the process of shaving, a young man cuts himself. A lot."", ""Language"": ""None"", ""Country"": ""United States"", ""Awards"": ""1 win"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BOTRkNzhjZmYtYTQzOS00MjA0LWJiZmEtMmNmMWYyYzI3MDdkXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.0/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""7.0"", ""imdbVotes"": ""8,489"", ""imdbID"": ""tt0061402"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
312,apikey=b2e7529f&t=Charly,searchByIdOrTitle,/,GET,,t=Charly,,,200,"{""Title"": ""Charly"", ""Year"": ""1968"", ""Rated"": ""M"", ""Released"": ""23 Sep 1968"", ""Runtime"": ""103 min"", ""Genre"": ""Drama, Romance, Sci-Fi"", ""Director"": ""Ralph Nelson"", ""Writer"": ""Daniel Keyes, Stirling Silliphant"", ""Actors"": ""Cliff Robertson, Claire Bloom, Lilia Skala"", ""Plot"": ""An intellectually disabled man undergoes an experiment that gives him the intelligence of a genius."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 4 wins & 6 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjNlNDQ2YzEtMTkxNy00MzYzLWFmOTgtODZiMWI1MjI3ODc5XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.9/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""55%""}, {""Source"": ""Metacritic"", ""Value"": ""50/100""}], ""Metascore"": ""50"", ""imdbRating"": ""6.9"", ""imdbVotes"": ""7,220"", ""imdbID"": ""tt0062794"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""$15,826,800"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
313,apikey=b2e7529f&t=The Alphabet,searchByIdOrTitle,/,GET,,t=The Alphabet,,,200,"{""Title"": ""The Alphabet"", ""Year"": ""1969"", ""Rated"": ""TV-MA"", ""Released"": ""13 Feb 1969"", ""Runtime"": ""4 min"", ""Genre"": ""Animation, Short, Horror"", ""Director"": ""David Lynch"", ""Writer"": ""David Lynch"", ""Actors"": ""Peggy Reavey"", ""Plot"": ""A woman's dark and absurdist nightmare vision comprising a continuous recitation of the alphabet and bizarre living representations of each letter."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""N/A"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYTc5NGI5MGItZWQ0YS00M2ZmLWJhYzUtOTU4ODZiOTUwN2MzXkEyXkFqcGdeQXVyNDE5MTU2MDE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""8,432"", ""imdbID"": ""tt0062653"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
314,apikey=b2e7529f&t=The Godfather: Part II,searchByIdOrTitle,/,GET,,t=The Godfather: Part II,,,200,"{""Title"": ""The Godfather Part II"", ""Year"": ""1974"", ""Rated"": ""R"", ""Released"": ""18 Dec 1974"", ""Runtime"": ""202 min"", ""Genre"": ""Crime, Drama"", ""Director"": ""Francis Ford Coppola"", ""Writer"": ""Francis Ford Coppola, Mario Puzo"", ""Actors"": ""Al Pacino, Robert De Niro, Robert Duvall"", ""Plot"": ""The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate."", ""Language"": ""English, Italian, Spanish, Latin, Sicilian"", ""Country"": ""United States"", ""Awards"": ""Won 6 Oscars. 17 wins & 21 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMWMwMGQzZTItY2JlNC00OWZiLWIyMDctNDk2ZDQ2YjRjMWQ0XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""9.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""96%""}, {""Source"": ""Metacritic"", ""Value"": ""90/100""}], ""Metascore"": ""90"", ""imdbRating"": ""9.0"", ""imdbVotes"": ""1,355,260"", ""imdbID"": ""tt0071562"", ""Type"": ""movie"", ""DVD"": ""15 Sep 2012"", ""BoxOffice"": ""$47,834,595"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
315,apikey=b2e7529f&t=Chinatown,searchByIdOrTitle,/,GET,,t=Chinatown,,,200,"{""Title"": ""Chinatown"", ""Year"": ""1974"", ""Rated"": ""R"", ""Released"": ""20 Jun 1974"", ""Runtime"": ""130 min"", ""Genre"": ""Drama, Mystery, Thriller"", ""Director"": ""Roman Polanski"", ""Writer"": ""Robert Towne, Roman Polanski"", ""Actors"": ""Jack Nicholson, Faye Dunaway, John Huston"", ""Plot"": ""A private detective hired to expose an adulterer in 1930s Los Angeles finds himself caught up in a web of deceit, corruption, and murder."", ""Language"": ""English, Cantonese, Spanish"", ""Country"": ""United States"", ""Awards"": ""Won 1 Oscar. 21 wins & 24 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""8.1/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""99%""}, {""Source"": ""Metacritic"", ""Value"": ""92/100""}], ""Metascore"": ""92"", ""imdbRating"": ""8.1"", ""imdbVotes"": ""346,296"", ""imdbID"": ""tt0071315"", ""Type"": ""movie"", ""DVD"": ""01 Aug 2013"", ""BoxOffice"": ""$29,200,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
316,apikey=b2e7529f&t=The Man with the Golden Gun,searchByIdOrTitle,/,GET,,t=The Man with the Golden Gun,,,200,"{""Title"": ""The Man with the Golden Gun"", ""Year"": ""1974"", ""Rated"": ""PG"", ""Released"": ""20 Dec 1974"", ""Runtime"": ""125 min"", ""Genre"": ""Action, Adventure, Thriller"", ""Director"": ""Guy Hamilton"", ""Writer"": ""Richard Maibaum, Tom Mankiewicz, Ian Fleming"", ""Actors"": ""Roger Moore, Christopher Lee, Britt Ekland"", ""Plot"": ""James Bond is targeted by the world's most expensive assassin, while he attempts to recover sensitive solar cell technology that is being sold to the highest bidder."", ""Language"": ""English, Thai, Cantonese"", ""Country"": ""United Kingdom, United States"", ""Awards"": ""2 wins & 1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BYjY3YmM1MTItMWE0NC00NjFmLWFkMDgtMWFiZjY5NzQyZGVjXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""42%""}, {""Source"": ""Metacritic"", ""Value"": ""43/100""}], ""Metascore"": ""43"", ""imdbRating"": ""6.7"", ""imdbVotes"": ""112,523"", ""imdbID"": ""tt0071807"", ""Type"": ""movie"", ""DVD"": ""01 Oct 2016"", ""BoxOffice"": ""$20,972,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
317,apikey=b2e7529f&t=Young Frankenstein,searchByIdOrTitle,/,GET,,t=Young Frankenstein,,,200,"{""Title"": ""Young Frankenstein"", ""Year"": ""1974"", ""Rated"": ""PG"", ""Released"": ""15 Dec 1974"", ""Runtime"": ""106 min"", ""Genre"": ""Comedy"", ""Director"": ""Mel Brooks"", ""Writer"": ""Gene Wilder, Mel Brooks, Mary Shelley"", ""Actors"": ""Gene Wilder, Madeline Kahn, Marty Feldman"", ""Plot"": ""An American grandson of the infamous scientist, struggling to prove that his grandfather was not as insane as people believe, is invited to Transylvania, where he discovers the process that reanimates a dead body."", ""Language"": ""English, German"", ""Country"": ""United States"", ""Awards"": ""Nominated for 2 Oscars. 11 wins & 8 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTEwNjg2MjM2ODFeQTJeQWpwZ15BbWU4MDQ1MDU5OTEx._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""8.0/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""94%""}, {""Source"": ""Metacritic"", ""Value"": ""83/100""}], ""Metascore"": ""83"", ""imdbRating"": ""8.0"", ""imdbVotes"": ""167,981"", ""imdbID"": ""tt0072431"", ""Type"": ""movie"", ""DVD"": ""01 Jun 2017"", ""BoxOffice"": ""$86,273,333"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
318,apikey=b2e7529f&t=The Texas Chain Saw Massacre,searchByIdOrTitle,/,GET,,t=The Texas Chain Saw Massacre,,,200,"{""Title"": ""The Texas Chain Saw Massacre"", ""Year"": ""1974"", ""Rated"": ""R"", ""Released"": ""11 Oct 1974"", ""Runtime"": ""83 min"", ""Genre"": ""Horror"", ""Director"": ""Tobe Hooper"", ""Writer"": ""Kim Henkel, Tobe Hooper"", ""Actors"": ""Marilyn Burns, Edwin Neal, Allen Danziger"", ""Plot"": ""Five friends head out to rural Texas to visit the grave of a grandfather. On the way they stumble across what appears to be a deserted house, only to discover something sinister within. Something armed with a chainsaw."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""3 wins & 2 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZDI3OWE0ZWMtNGJjOS00N2E4LWFiOTAtZjQ4OTNiNzIwN2NkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.4/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""89%""}, {""Source"": ""Metacritic"", ""Value"": ""87/100""}], ""Metascore"": ""87"", ""imdbRating"": ""7.4"", ""imdbVotes"": ""181,416"", ""imdbID"": ""tt0072271"", ""Type"": ""movie"", ""DVD"": ""30 Dec 2014"", ""BoxOffice"": ""$30,859,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
319,apikey=b2e7529f&t=Dark Star,searchByIdOrTitle,/,GET,,t=Dark Star,,,200,"{""Title"": ""Dark Star"", ""Year"": ""1974"", ""Rated"": ""G"", ""Released"": ""17 Jan 1975"", ""Runtime"": ""83 min"", ""Genre"": ""Comedy, Sci-Fi"", ""Director"": ""John Carpenter"", ""Writer"": ""John Carpenter, Dan O'Bannon"", ""Actors"": ""Dan O'Bannon, Dre Pahich, Brian Narelle"", ""Plot"": ""In the far reaches of space, a small crew, 20 years into their solitary mission, find things beginning to go hilariously wrong."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 win & 2 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNGMzN2E5MzUtMmY0OC00OTU5LTg2NzMtN2JkOTQwZmM5NjZmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.2/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""74%""}, {""Source"": ""Metacritic"", ""Value"": ""66/100""}], ""Metascore"": ""66"", ""imdbRating"": ""6.2"", ""imdbVotes"": ""26,889"", ""imdbID"": ""tt0069945"", ""Type"": ""movie"", ""DVD"": ""07 Jan 2020"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
320,apikey=b2e7529f&t=The Conversation,searchByIdOrTitle,/,GET,,t=The Conversation,,,200,"{""Title"": ""The Conversation"", ""Year"": ""1974"", ""Rated"": ""PG"", ""Released"": ""12 Apr 1974"", ""Runtime"": ""113 min"", ""Genre"": ""Drama, Mystery, Thriller"", ""Director"": ""Francis Ford Coppola"", ""Writer"": ""Francis Ford Coppola"", ""Actors"": ""Gene Hackman, John Cazale, Allen Garfield"", ""Plot"": ""A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""Nominated for 3 Oscars. 14 wins & 17 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNzAwZWRhZTEtOWYwMi00YzQ5LWE1MzQtM2JlZWE0Y2E4ZDg3XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""97%""}, {""Source"": ""Metacritic"", ""Value"": ""87/100""}], ""Metascore"": ""87"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""120,377"", ""imdbID"": ""tt0071360"", ""Type"": ""movie"", ""DVD"": ""01 Oct 2011"", ""BoxOffice"": ""$4,671,805"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
321,apikey=b2e7529f&t=Herbie Rides Again,searchByIdOrTitle,/,GET,,t=Herbie Rides Again,,,200,"{""Title"": ""Herbie Rides Again"", ""Year"": ""1974"", ""Rated"": ""Passed"", ""Released"": ""06 Jun 1974"", ""Runtime"": ""88 min"", ""Genre"": ""Comedy, Family, Fantasy"", ""Director"": ""Robert Stevenson"", ""Writer"": ""Bill Walsh, Gordon Buford"", ""Actors"": ""Helen Hayes, Ken Berry, Stefanie Powers"", ""Plot"": ""The living Volkswagen Beetle helps an old lady protect her home from a corrupt developer."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZjU1Mjc4YjUtZjVjOC00NTdjLTg2NWItMTQ1NTExODdhNTk1L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""83%""}, {""Source"": ""Metacritic"", ""Value"": ""49/100""}], ""Metascore"": ""49"", ""imdbRating"": ""5.7"", ""imdbVotes"": ""8,744"", ""imdbID"": ""tt0071607"", ""Type"": ""movie"", ""DVD"": ""01 Jan 2014"", ""BoxOffice"": ""$38,229,000"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
322,apikey=b2e7529f&t=Murder on the Orient Express,searchByIdOrTitle,/,GET,,t=Murder on the Orient Express,,,200,"{""Title"": ""Murder on the Orient Express"", ""Year"": ""2017"", ""Rated"": ""PG-13"", ""Released"": ""10 Nov 2017"", ""Runtime"": ""114 min"", ""Genre"": ""Crime, Drama, Mystery"", ""Director"": ""Kenneth Branagh"", ""Writer"": ""Michael Green, Agatha Christie"", ""Actors"": ""Kenneth Branagh, Pen\u00e9lope Cruz, Willem Dafoe"", ""Plot"": ""When a murder occurs on the train on which he's travelling, celebrated detective Hercule Poirot is recruited to solve the case."", ""Language"": ""English, French, Arabic, German"", ""Country"": ""United States"", ""Awards"": ""2 wins & 29 nominations"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BMTk5OGFiYzktMTkwNS00ZjQ5LWFkNGQtNGM0MjA4MWE2MDIwXkEyXkFqcGdeQXVyODY1NDk1NjE@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.5/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""60%""}, {""Source"": ""Metacritic"", ""Value"": ""52/100""}], ""Metascore"": ""52"", ""imdbRating"": ""6.5"", ""imdbVotes"": ""293,894"", ""imdbID"": ""tt3402236"", ""Type"": ""movie"", ""DVD"": ""17 Feb 2018"", ""BoxOffice"": ""$102,826,543"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
323,apikey=b2e7529f&t=Blazing Saddles,searchByIdOrTitle,/,GET,,t=Blazing Saddles,,,200,"{""Title"": ""Blazing Saddles"", ""Year"": ""1974"", ""Rated"": ""R"", ""Released"": ""07 Feb 1974"", ""Runtime"": ""93 min"", ""Genre"": ""Comedy, Western"", ""Director"": ""Mel Brooks"", ""Writer"": ""Mel Brooks, Norman Steinberg, Andrew Bergman"", ""Actors"": ""Cleavon Little, Gene Wilder, Slim Pickens"", ""Plot"": ""In order to ruin a western town, a corrupt politician appoints a black Sheriff, who promptly becomes his most formidable adversary."", ""Language"": ""English, Yiddish, German"", ""Country"": ""United States"", ""Awards"": ""Nominated for 3 Oscars. 3 wins & 6 nominations total"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BZGZmMWE1MDYtNzAyNC00MDMzLTgzZjQtNTQ5NjYzN2E4MzkzXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""7.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""89%""}, {""Source"": ""Metacritic"", ""Value"": ""73/100""}], ""Metascore"": ""73"", ""imdbRating"": ""7.7"", ""imdbVotes"": ""150,263"", ""imdbID"": ""tt0071230"", ""Type"": ""movie"", ""DVD"": ""02 Oct 2013"", ""BoxOffice"": ""$119,616,663"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
324,apikey=b2e7529f&t=The Four Musketeers,searchByIdOrTitle,/,GET,,t=The Four Musketeers,,,200,"{""Title"": ""The Four Musketeers"", ""Year"": ""1953"", ""Rated"": ""N/A"", ""Released"": ""N/A"", ""Runtime"": ""37 min"", ""Genre"": ""Short"", ""Director"": ""Gilles Margaritis"", ""Writer"": ""Gilles Margaritis, Serge Veber"", ""Actors"": ""Andhrel, Georgette Anys, Bill Bocket"", ""Plot"": ""N/A"", ""Language"": ""French"", ""Country"": ""France"", ""Awards"": ""N/A"", ""Poster"": ""N/A"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""6.8/10""}], ""Metascore"": ""N/A"", ""imdbRating"": ""6.8"", ""imdbVotes"": ""7"", ""imdbID"": ""tt0218536"", ""Type"": ""movie"", ""DVD"": ""N/A"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
325,apikey=b2e7529f&t=Airport 1975,searchByIdOrTitle,/,GET,,t=Airport 1975,,,200,"{""Title"": ""Airport 1975"", ""Year"": ""1974"", ""Rated"": ""PG"", ""Released"": ""18 Oct 1974"", ""Runtime"": ""107 min"", ""Genre"": ""Action, Drama, Thriller"", ""Director"": ""Jack Smight"", ""Writer"": ""Arthur Hailey, Don Ingalls"", ""Actors"": ""Charlton Heston, Karen Black, George Kennedy"", ""Plot"": ""A 747 in flight collides with a small plane, and is rendered pilotless. Somehow the control tower must get a pilot aboard so the jet can land."", ""Language"": ""English"", ""Country"": ""United States"", ""Awards"": ""1 nomination"", ""Poster"": ""https://m.media-amazon.com/images/M/MV5BNDQ1ZjRiOGMtNjc0MS00YzhjLWI5ZDAtYjM1ZTM1ODU2NjE4XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg"", ""Ratings"": [{""Source"": ""Internet Movie Database"", ""Value"": ""5.7/10""}, {""Source"": ""Rotten Tomatoes"", ""Value"": ""30%""}, {""Source"": ""Metacritic"", ""Value"": ""50/100""}], ""Metascore"": ""50"", ""imdbRating"": ""5.7"", ""imdbVotes"": ""11,754"", ""imdbID"": ""tt0071110"", ""Type"": ""movie"", ""DVD"": ""13 Aug 2015"", ""BoxOffice"": ""N/A"", ""Production"": ""N/A"", ""Website"": ""N/A"", ""Response"": ""True""}"
